razorpay_record_id,merchant_id,true_bank_record_ids,true_merchant_record_id,relationship_type,anomaly_type,notes
pay_v9uvkea78doklr,merch_nykaa,banktxn_rc12orkz3ih1pqjj,led_qn4lt6v9e308,exact_match,,refund_paise=0
pay_ilk2ujaw9y1cvh,merch_bluedart,banktxn_teiwkrcnu88c5k8p,led_2ntiz4ktkx71,exact_match,,refund_paise=0
pay_kq10qi80b9nvfq,merch_urbanco,banktxn_28ouj6b5pewagkob,led_aev9hygdr3o3,exact_match,,refund_paise=0
pay_3x4qnclyn4nc93,merch_nykaa,banktxn_phaxrcxqw06bqoc3,led_2kjsphaihj9z,refund_of,partial_refund,refund_paise=211360
pay_k1vue6zylfttnf,merch_apollo,banktxn_y0pogjznquzowapw,led_mk79u366xdq3,exact_match,,refund_paise=0
pay_lh5hbeyq4jk1j7,merch_zomato,banktxn_2pelm6v9pcihmkqn,led_zaivqz8kygmv,exact_match,timing_difference,refund_paise=0
pay_yix3e0bm6mt7p4,merch_zomato,banktxn_nyhyzkjtqb0reiwo,led_vdt1b6up7ugc,exact_match,,refund_paise=0
pay_kjfl5cs6wegv99,merch_lenskart,banktxn_hr5p7l34yq1l0fk2,led_0vyp46g1trs1,exact_match,,refund_paise=0
pay_ujgv1uglb8igys,merch_lenskart,banktxn_le1hjkotmw4zpf8j,led_dck0ym578tgw,exact_match,,refund_paise=0
pay_1lrq0lc94thpnp,merch_lenskart,banktxn_ql12f41yktzzakxh,led_9b1wom83tvix,exact_match,corrupted_utr,refund_paise=0
pay_5o3s9sfbwnnvtu,merch_nykaa,banktxn_j6twpw2gaxyvwakx,led_ps9i7mi7nu4u,exact_match,,refund_paise=0
pay_t00i16vcetl56a,merch_lenskart,banktxn_0j91omkhh0z0kz9x,led_87ljrc0wfuu8,exact_match,,refund_paise=0
