record_id,merchant_id,transaction_date,value_date,description,reference_number,debit_amount_paise,credit_amount_paise,balance_paise,bank_name,account_number
banktxn_e2vxfsd6xfmj6afg,merch_bluedart,2026-07-01,2026-07-01,NEFT/RAZORPAY/38YJLNYSRKN6AQX5/setl_ye8b213k0k,38YJLNYSRKN6AQX5,,76931,,Kotak,XXXXXX5567
banktxn_al96n5hem6u8cown,merch_apollo,2026-03-30,2026-03-30,NEFT/RAZORPAY/HQ0BODFNPH4PBZV2/setl_my3ou14ghr,HQ0BODFNPH4PBZV2,,129378,,HDFC,XXXXXX4021
banktxn_08ilj89g9aif19e8,merch_urbanco,2026-01-12,2026-01-12,NEFT/RAZORPAY/5J939ZP689DAZQ7H/setl_kw6v2xefm4,5J939ZP689DAZQ7H,,784654,,Axis,XXXXXX1147
banktxn_ix0npj867wuj11hg,merch_lenskart,2026-02-09,2026-02-09,NEFT/RAZORPAY/AWQE2T1TX524268I/setl_aotum1hp6p,AWQE2T1TX524268I,,92591,,HDFC,XXXXXX9910
banktxn_ym7pp51vpgjh3hei,merch_nykaa,2026-04-05,2026-04-05,NEFT/RAZORPAY/0F90W9FG6P01TMVX/setl_0d72z3xdgz,0F90W9FG6P01TMVX,,216432,,RazorpayX,RZPX00XXXX2201
banktxn_08yaqmrlbeounobt,merch_zomato,2026-05-03,2026-05-03,NEFT/RAZORPAY/UOLG08EJU7IM7CSH/setl_r4tdgo2ytd,UOLG08EJU7IM7CSH,,760430,,ICICI,XXXXXX8830
banktxn_jrwxoz2yspcgbvaj,merch_zomato,2026-03-29,2026-03-29,NEFT/RAZORPAY/E18TFZKJHBH39GY0/setl_r4tdgo2ytd,E18TFZKJHBH39GY0,,240940,,ICICI,XXXXXX8830
banktxn_ps5hxmt9ltynbck9,merch_nykaa,2026-05-08,2026-05-08,NEFT/RAZORPAY/W8BJTB8GVPZRS2T6/setl_0d72z3xdgz,W8BJTB8GVPZRS2T6,,460880,,RazorpayX,RZPX00XXXX2201
banktxn_psk4imsu2e6u0nry,merch_urbanco,2026-03-29,2026-03-29,NEFT/RAZORPAY/IAMK0ENFFB526ALJ/setl_kw6v2xefm4,IAMK0ENFFB526ALJ,,760521,,Axis,XXXXXX1147
banktxn_qx065ldq1oidjnch,merch_urbanco,2026-05-15,2026-05-15,NEFT/RAZORPAY/OI4VQK81NJYDP114/setl_kw6v2xefm4,OI4VQK81NJYDP114,,4021576,,Axis,XXXXXX1147
banktxn_8h4e1077d4irjjb5,merch_urbanco,2026-03-09,2026-03-09,NEFT/RAZORPAY/JLVX7F6INO8NE3D3/setl_5mtw5nll5z,JLVX7F6INO8NE3D3,,88011,,Axis,XXXXXX1147
banktxn_wgahjesdpor3ijyp,merch_lenskart,2026-04-28,2026-04-28,NEFT/RAZORPAY/X1MT44VXGJH339VG/setl_aotum1hp6p,X1MT44VXGJH339VG,,30472,,HDFC,XXXXXX9910
banktxn_w6q4w1w1yz3g1dep,merch_apollo,2026-06-29,2026-06-29,NEFT/RAZORPAY/VQ8FFPWD9J1UBW5M/setl_unqlf313b9,VQ8FFPWD9J1UBW5M,,0,,HDFC,XXXXXX4021
banktxn_w5d80t9c75ygpln3,merch_nykaa,2026-07-01,2026-07-01,NEFT/RAZORPAY/6ECRR0LTK9PPJU45/setl_0d72z3xdgz,6ECRR0LTK9PPJU45,,14198,,RazorpayX,RZPX00XXXX2201
banktxn_6tk62bnyfzk0wdfa,merch_bluedart,2026-04-16,2026-04-16,NEFT/RAZORPAY/B96BJ86UCW51EGSD/setl_ye8b213k0k,B96BJ86UCW51EGSD,,906402,,Kotak,XXXXXX5567
banktxn_lk0gp6r7ieyh3et8,merch_zomato,2026-05-09,2026-05-09,NEFT/RAZORPAY/ZSKZOGVG079NMF7S/setl_r4tdgo2ytd,ZSKZOGVG079NMF7S,,0,,ICICI,XXXXXX8830
banktxn_m6i1vaehq6n2h74v,merch_lenskart,2026-06-10,2026-06-10,NEFT/RAZORPAY/CNGTROE3SSVK401P/setl_aotum1hp6p,CNGTROE3SSVK401P,,157501,,HDFC,XXXXXX9910
banktxn_93e4um4gk021cnu8,merch_nykaa,2026-06-02,2026-06-02,NEFT/RAZORPAY/CMISBXPFPAJ1AEWG/setl_0d72z3xdgz,CMISBXPFPAJ1AEWG,,0,,RazorpayX,RZPX00XXXX2201
banktxn_51ja1wi5wbyqkh2t,merch_lenskart,2026-05-23,2026-05-23,NEFT/RAZORPAY/O6SH31NVNXDGIMHA/setl_aotum1hp6p,O6SH31NVNXDGIMHA,,147005,,HDFC,XXXXXX9910
banktxn_aem481gno7ludggc,merch_zomato,2026-01-04,2026-01-04,NEFT/RAZORPAY/8Q7NOG1R1XBVR710/setl_r4tdgo2ytd,8Q7NOG1R1XBVR710,,3090015,,ICICI,XXXXXX8830
banktxn_ifk7vwz6qgmu72i9,merch_nykaa,2026-01-31,2026-01-31,NEFT/RAZORPAY/WV2W4CBB3W9B3JIX/setl_0d72z3xdgz,WV2W4CBB3W9B3JIX,,279671,,RazorpayX,RZPX00XXXX2201
banktxn_8h0torildo987fl2,merch_apollo,2026-05-08,2026-05-08,NEFT/RAZORPAY/NIPB55OS03QA2W86/setl_unqlf313b9,NIPB55OS03QA2W86,,381750,,HDFC,XXXXXX4021
banktxn_94f6ervlgxedvvu8,merch_bluedart,2026-03-13,2026-03-13,NEFT/RAZORPAY/WYPJOK1ZE1GF5UZI/setl_gmhhs9mit9,WYPJOK1ZE1GF5UZI,,378586,,Kotak,XXXXXX5567
banktxn_63zxmwx5x76hbz7v,merch_bluedart,2026-03-16,2026-03-16,NEFT/RAZORPAY/XLXCTNMYBQEA5XHN/setl_gmhhs9mit9,XLXCTNMYBQEA5XHN,,105654,,Kotak,XXXXXX5567
banktxn_j7wbuahinb2so4m9,merch_urbanco,2026-01-26,2026-01-28,NEFT/RAZORPAY/UWF1V785ANVYR439/setl_5mtw5nll5z,UWF1V785ANVYR439,,45540,,Axis,XXXXXX1147
banktxn_i9g8qdfnbe7tkiws,merch_nykaa,2026-01-22,2026-01-22,NEFT/RAZORPAY/AHA5X9KGX3LTML0A/setl_0d72z3xdgz,AHA5X9KGX3LTML0A,,92679,,RazorpayX,RZPX00XXXX2201
banktxn_fs7mcgatwdbxtd9b,merch_apollo,2026-05-01,2026-05-01,NEFT/RAZORPAY/GV7QJKGKWGJQMTT7/setl_unqlf313b9,GV7QJKGKWGJQMTT7,,130661,,HDFC,XXXXXX4021
banktxn_ntu06j575mx6o9d4,merch_urbanco,2026-01-09,2026-01-09,NEFT/RAZORPAY/NUNJ90EZ07CETP44/setl_5mtw5nll5z,NUNJ90EZ07CETP44,,110574,,Axis,XXXXXX1147
banktxn_qwqnmd8ogvh6g4bh,merch_lenskart,2026-06-18,2026-06-18,NEFT/RAZORPAY/L1TORR2OM1WN9R53/setl_aotum1hp6p,L1TORR2OM1WN9R53,,161673,,HDFC,XXXXXX9910
banktxn_w6prl5vvc4d5tif7,merch_apollo,2026-06-13,2026-06-13,NEFT/RAZORPAY/2XRSK88Q8J5L8XEA/setl_unqlf313b9,2XRSK88Q8J5L8XEA,,182170,,HDFC,XXXXXX4021
banktxn_e3k8g66ha2sqn6ed,merch_urbanco,2026-06-16,2026-06-16,NEFT/RAZORPAY/XPPXRYXJ911EBOL3/setl_5mtw5nll5z,XPPXRYXJ911EBOL3,,582006,,Axis,XXXXXX1147
banktxn_h0fyrmjt4bv3ngwt,merch_zomato,2026-06-06,2026-06-06,NEFT/RAZORPAY/669Q3GYMXQKGZ4ZH/setl_r4tdgo2ytd,669Q3GYMXQKGZ4ZH,,437464,,ICICI,XXXXXX8830
banktxn_th6ixx7m7ihrq5lg,merch_urbanco,2026-01-06,2026-01-06,NEFT/RAZORPAY/KUN35KHEYLTY6Z3U/setl_5mtw5nll5z,KUN35KHEYLTY6Z3U,,46198,,Axis,XXXXXX1147
banktxn_c5n5c4cmr76s0avw,merch_bluedart,2026-03-29,2026-03-29,NEFT/RAZORPAY/XP6JOAZXEPDLY3ND/setl_gmhhs9mit9,XP6JOAZXEPDLY3ND,,527050,,Kotak,XXXXXX5567
banktxn_kglk48i6n8wrfjzg,merch_nykaa,2026-05-26,2026-05-26,NEFT/RAZORPAY/LSV3O7WFIG9L75W2/setl_0d72z3xdgz,LSV3O7WFIG9L75W2,,3997264,,RazorpayX,RZPX00XXXX2201
banktxn_jn6cmri9q3o31zta,merch_urbanco,2026-02-03,2026-02-03,NEFT/RAZORPAY/TEMDK9AQNGD3MDTC/setl_5mtw5nll5z,TEMDK9AQNGD3MDTC,,157744,,Axis,XXXXXX1147
banktxn_yhd45oa43pm5jgtd,merch_bluedart,2026-04-13,2026-04-13,NEFT/RAZORPAY/DLDCAU28WPQRWRYN/setl_gmhhs9mit9,DLDCAU28WPQRWRYN,,21533,,Kotak,XXXXXX5567
banktxn_j7ws93bw54d00xhf,merch_zomato,2026-01-20,2026-01-20,NEFT/RAZORPAY/GWOLTHC1P91OX4JZ/setl_e10cbloqhs,GWOLTHC1P91OX4JZ,,234476,,ICICI,XXXXXX8830
banktxn_txzzhtwt5y4cyejv,merch_apollo,2026-06-24,2026-06-24,NEFT/RAZORPAY/FLRE5PVOP39S6PZB/setl_unqlf313b9,FLRE5PVOP39S6PZB,,241978,,HDFC,XXXXXX4021
banktxn_0o6opzhqjy81xv8x,merch_zomato,2026-07-01,2026-07-01,NEFT/RAZORPAY/03G6N55C2D1SOO4U/setl_e10cbloqhs,03G6N55C2D1SOO4U,,24428,,ICICI,XXXXXX8830
banktxn_aqkomoh6rkpoqt6l,merch_urbanco,2026-03-23,2026-03-23,NEFT/RAZORPAY/86YNZDMWG3JU2NT5/setl_5mtw5nll5z,86YNZDMWG3JU2NT5,,132310,,Axis,XXXXXX1147
banktxn_42kiozq6vtc3u04w,merch_bluedart,2026-03-14,2026-03-14,NEFT/RAZORPAY/UEE3W0FJKIJPWIFB/setl_gmhhs9mit9,UEE3W0FJKIJPWIFB,,156898,,Kotak,XXXXXX5567
banktxn_uxpfg4hizuvsjsqc,merch_apollo,2026-04-25,2026-04-25,NEFT/RAZORPAY/8ZN5PM9BXVDK65ZT/setl_unqlf313b9,8ZN5PM9BXVDK65ZT,,97003,,HDFC,XXXXXX4021
banktxn_dowh2ki6olaev00y,merch_bluedart,2026-04-11,2026-04-11,NEFT/RAZORPAY/F2X55982B4L68WM5/setl_gmhhs9mit9,F2X55982B4L68WM5,,301294,,Kotak,XXXXXX5567
banktxn_c2pqk3pwxwntr2bt,merch_zomato,2026-01-22,2026-01-22,NEFT/RAZORPAY/O4S705IUYBGTM67V/setl_e10cbloqhs,O4S705IUYBGTM67V,,127087,,ICICI,XXXXXX8830
banktxn_oyk16cy5fwnj6zjb,merch_apollo,2026-02-04,2026-02-04,NEFT/RAZORPAY/TL6D7WEZ8CV3YHHG/setl_unqlf313b9,TL6D7WEZ8CV3YHHG,,698986,,HDFC,XXXXXX4021
banktxn_omr7uyoy48opq7oa,merch_bluedart,2026-06-15,2026-06-15,NEFT/RAZORPAY/SJV26IWT7B0WEEX8/setl_gmhhs9mit9,SJV26IWT7B0WEEX8,,15303,,Kotak,XXXXXX5567
banktxn_6nprs344wt7t70hl,merch_zomato,2026-03-16,2026-03-16,NEFT/RAZORPAY/Q9PTBH0WOAZV35F9/setl_e10cbloqhs,Q9PTBH0WOAZV35F9,,260257,,ICICI,XXXXXX8830
banktxn_ke8zrnv77ai68wd0,merch_bluedart,2026-01-08,2026-01-08,NEFT/RAZORPAY/U1Z6A1N36ODF9FP8/setl_gmhhs9mit9,U1Z6A1N36ODF9FP8,,419528,,Kotak,XXXXXX5567
banktxn_iioza6pco8v0dxri,merch_nykaa,2026-06-26,2026-06-26,NEFT/RAZORPAY/1G6HSV5RZAYYB4Y8/setl_243rncp2mi,1G6HSV5RZAYYB4Y8,,172678,,RazorpayX,RZPX00XXXX2201
banktxn_udeporjz7he5dsg1,merch_bluedart,2026-01-15,2026-01-15,NEFT/RAZORPAY/4LJ977XWLG79OKL7/setl_gmhhs9mit9,4LJ977XWLG79OKL7,,954669,,Kotak,XXXXXX5567
banktxn_nt85g8o3u4ec5hey,merch_nykaa,2026-06-04,2026-06-04,NEFT/RAZORPAY/IHTJYJXMPJJL5GB7/setl_243rncp2mi,IHTJYJXMPJJL5GB7,,72675,,RazorpayX,RZPX00XXXX2201
banktxn_5gq8twlpqa4upatb,merch_lenskart,2026-01-05,2026-01-05,NEFT/RAZORPAY/0SFWJYKL0N2PW7M6/setl_8msqkv5blg,0SFWJYKL0N2PW7M6,,83801,,HDFC,XXXXXX9910
banktxn_r80ubt98f7xs1wqf,merch_urbanco,2026-03-24,2026-03-24,NEFT/RAZORPAY/QIALHBJT3BO6KIPP/setl_5mtw5nll5z,QIALHBJT3BO6KIPP,,278162,,Axis,XXXXXX1147
banktxn_9ba78wz6p1dkydb9,merch_bluedart,2026-06-20,2026-06-20,NEFT/RAZORPAY/0BUY0QUZ8HRKKC09/setl_kow28zjh09,0BUY0QUZ8HRKKC09,,23758,,Kotak,XXXXXX5567
banktxn_kr7sfs935u147skl,merch_nykaa,2026-05-12,2026-05-12,NEFT/RAZORPAY/X792TP9HY2MAAG8T/setl_243rncp2mi,X792TP9HY2MAAG8T,,64599,,RazorpayX,RZPX00XXXX2201
banktxn_mav9f47hei4ooeya,merch_urbanco,2026-05-02,2026-05-02,NEFT/RAZORPAY/V8LWJBE18AUBVNA7/setl_rtzqc2ey4o,V8LWJBE18AUBVNA7,,211212,,Axis,XXXXXX1147
banktxn_yv3dbbk3w5ce9aug,merch_apollo,2026-04-13,2026-04-13,NEFT/RAZORPAY/5012UUYF7XAQDUG4/setl_unqlf313b9,5012UUYF7XAQDUG4,,328272,,HDFC,XXXXXX4021
banktxn_mfwl5g2npyimdg36,merch_apollo,2026-01-19,2026-01-19,NEFT/RAZORPAY/X7J6OV6ZIK490WHR/setl_unqlf313b9,X7J6OV6ZIK490WHR,,41297,,HDFC,XXXXXX4021
banktxn_tdt8a7vohy0dp4im,merch_zomato,2026-02-01,2026-02-01,NEFT/RAZORPAY/0SK5QCY0PRBPUJ02/setl_e10cbloqhs,0SK5QCY0PRBPUJ02,,113022,,ICICI,XXXXXX8830
banktxn_4gsp6bql3xyvnlwk,merch_urbanco,2026-02-03,2026-02-03,NEFT/RAZORPAY/L6VNC5SAR42YGKPC/setl_rtzqc2ey4o,L6VNC5SAR42YGKPC,,352427,,Axis,XXXXXX1147
banktxn_gj4p9vvqm09iam35,merch_urbanco,2026-05-16,2026-05-16,NEFT/RAZORPAY/5021DAQPQ5TZ0WWP/setl_rtzqc2ey4o,5021DAQPQ5TZ0WWP,,416994,,Axis,XXXXXX1147
banktxn_dyatjdze9pa8l3rd,merch_apollo,2026-03-16,2026-03-16,NEFT/RAZORPAY/TU12JXC0SP8TFANL/setl_unqlf313b9,TU12JXC0SP8TFANL,,0,,HDFC,XXXXXX4021
banktxn_xmtlnrij9bvvl15d,merch_nykaa,2026-03-28,2026-03-28,NEFT/RAZORPAY/PWIXPNKXJ9AMBTSO/setl_243rncp2mi,PWIXPNKXJ9AMBTSO,,244556,,RazorpayX,RZPX00XXXX2201
banktxn_vwkx6hj8xcqytq71,merch_apollo,2026-05-10,2026-05-10,NEFT/RAZORPAY/YMW9TRMJO4MZVE1F/setl_mbcw6hzs4i,YMW9TRMJO4MZVE1F,,77205,,HDFC,XXXXXX4021
banktxn_zo8hcqz7c5ileiz0,merch_nykaa,2026-03-14,2026-03-14,NEFT/RAZORPAY/0VCG6FM1LH0SQGU7/setl_243rncp2mi,0VCG6FM1LH0SQGU7,,702813,,RazorpayX,RZPX00XXXX2201
banktxn_tfldgt8jxqxwcaal,merch_zomato,2026-04-08,2026-04-08,NEFT/RAZORPAY/DHICV61XGALSMHBE/setl_e10cbloqhs,DHICV61XGALSMHBX,,144339,,ICICI,XXXXXX8830
banktxn_dejkrl6ly99d3jvp,merch_nykaa,2026-03-20,2026-03-20,NEFT/RAZORPAY/RUH1TMEM6CWFGNQA/setl_243rncp2mi,RUH1TMEM6CWFGNQA,,133668,,RazorpayX,RZPX00XXXX2201
banktxn_wfwmp27rrwlzqtsx,merch_urbanco,2026-03-19,2026-03-16,NEFT/RAZORPAY/WHVNJWV23RGQ7HOH/setl_rtzqc2ey4o,WHVNJWV23RGQ7HOH,,82542,,Axis,XXXXXX1147
banktxn_pcz7d98bd3ib63ev,merch_bluedart,2026-01-08,2026-01-08,NEFT/RAZORPAY/P792GQLJKOKROEOD/setl_kow28zjh09,P792GQLJKOKROEOD,,67275,,Kotak,XXXXXX5567
banktxn_01dfzcfrtcp4j3iv,merch_urbanco,2026-02-27,2026-02-27,NEFT/RAZORPAY/9Y8CQRJFY9RZE5FZ/setl_rtzqc2ey4o,9Y8CQRJFY9RZE5FZ,,869998,,Axis,XXXXXX1147
banktxn_hj5vwlzguv29d8wc,merch_nykaa,2026-02-09,2026-02-09,NEFT/RAZORPAY/JH70WYDJHG9LFVI8/setl_243rncp2mi,JH70WYDJHG9LFVI8,,242370,,RazorpayX,RZPX00XXXX2201
banktxn_fvd7g091e13y60e5,merch_zomato,2026-03-20,2026-03-20,NEFT/RAZORPAY/IEGHZ7NZW9OXUIIE/setl_e10cbloqhs,IEGHZ7NZW9OXUIIE,,114208,,ICICI,XXXXXX8830
banktxn_ysb3dacxe98u3jgf,merch_nykaa,2026-03-05,2026-03-05,NEFT/RAZORPAY/9V7JOEMLI9YJRXQD/setl_243rncp2mi,9V7JOEMLI9YJRXQD,,84918,,RazorpayX,RZPX00XXXX2201
banktxn_kkmpciz7g7mtt7z3,merch_bluedart,2026-03-06,2026-03-06,NEFT/RAZORPAY/Q94IQ6EDMGSCFU3A/setl_kow28zjh09,Q94IQ6EDMGSCFU3A,,14975,,Kotak,XXXXXX5567
banktxn_eesot6r8tp9hfq3p,merch_nykaa,2026-02-28,2026-02-28,NEFT/RAZORPAY/B97TSMH4JGVUB1HL/setl_243rncp2mi,B97TSMH4JGVUB1HL,,228297,,RazorpayX,RZPX00XXXX2201
banktxn_eja54isiptkveak5,merch_lenskart,2026-06-29,2026-06-29,NEFT/RAZORPAY/SETTLEMENT CREDIT,,,176368,,HDFC,XXXXXX9910
banktxn_dt1gk2dwq1vajc2q,merch_lenskart,2026-05-04,2026-05-04,NEFT/RAZORPAY/OC06K3Z88WC2994E/setl_8msqkv5blg,OC06K3Z88WC2994E,,210555,,HDFC,XXXXXX9910
banktxn_x40hadzkbgspkmim,merch_lenskart,2026-03-05,2026-03-05,NEFT/RAZORPAY/7LOPUZLS6DH4789Y/setl_8msqkv5blg,7LOPUZLS6DH4789Y,,215560,,HDFC,XXXXXX9910
banktxn_hln25a1gf5axryrr,merch_zomato,2026-01-07,2026-01-07,NEFT/RAZORPAY/0IJ16A4SZLRDJCP4/setl_75kjhjwm09,0IJ16A4SZLRDJCP4,,1015002,,ICICI,XXXXXX8830
banktxn_vagaa5fe8j0p4xpi,merch_bluedart,2026-04-02,2026-04-02,NEFT/RAZORPAY/1WXBF9GCQRJSVD9F/setl_kow28zjh09,1WXBF9GCQRJSVD9F,,421530,,Kotak,XXXXXX5567
banktxn_4q0oj3nswvrq14uy,merch_lenskart,2026-06-08,2026-06-08,NEFT/RAZORPAY/EI9RTZHLPR46LMPZ/setl_8msqkv5blg,EI9RTZHLPR46LMPZ,,20205,,HDFC,XXXXXX9910
banktxn_x5mr5c18eaupd5pi,merch_bluedart,2026-05-09,2026-05-09,NEFT/RAZORPAY/H6JNTMMTCZ4LRSU8/setl_kow28zjh09,H6JNTMMTCZ4LRSU8,,292630,,Kotak,XXXXXX5567
banktxn_ro5pb5eafbn07uo5,merch_lenskart,2026-03-01,2026-03-01,NEFT/RAZORPAY/Z9GSJ0TJDJJI7TNO/setl_8msqkv5blg,Z9GSJ0TJDJJI7TNO,,243649,,HDFC,XXXXXX9910
banktxn_fxj736mbabgbhgg1,merch_nykaa,2026-01-22,2026-01-22,NEFT/RAZORPAY/5ZSPMQVBBH6AWOL1/setl_243rncp2mi,5ZSPMQVBBH6AWOL1,,556670,,RazorpayX,RZPX00XXXX2201
banktxn_nnbku1vbua0gry44,merch_apollo,2026-04-02,2026-04-02,NEFT/RAZORPAY/CLEXJSC9G93MT3ER/setl_mbcw6hzs4i,CLEXJSC9G93MT3ER,,566384,,HDFC,XXXXXX4021
banktxn_wupw100utriatt2t,merch_lenskart,2026-01-12,2026-01-12,NEFT/RAZORPAY/ET9YXUBXST4D2J9E/setl_8msqkv5blg,ET9YXUBXST4D2J9E,,62832,,HDFC,XXXXXX9910
banktxn_vvlfwz7sryenc8hu,merch_lenskart,2026-06-24,2026-06-24,NEFT/RAZORPAY/HYKF5LRIP0ZS8LGV/setl_8msqkv5blg,HYKF5LRIP0ZS8LGV,,265543,,HDFC,XXXXXX9910
banktxn_awcpe0z146yvb7cy,merch_nykaa,2026-06-21,2026-06-21,NEFT/RAZORPAY/HVRPJNHJ0QPXJ9LD/setl_243rncp2mi,HVRPJNHJ0QPXJ9LD,,294316,,RazorpayX,RZPX00XXXX2201
banktxn_l95v867zby4f1k41,merch_lenskart,2026-04-22,2026-04-22,NEFT/RAZORPAY/4OEBAXKMQEERQ0BE/setl_8msqkv5blg,4OEBAXKMQEERQ0BE,,304332,,HDFC,XXXXXX9910
banktxn_m83vw6yvi6jomqqf,merch_zomato,2026-04-29,2026-04-29,NEFT/RAZORPAY/FIBNF278X5I00658/setl_75kjhjwm09,FIBNF278X5I00658,,55078,,ICICI,XXXXXX8830
banktxn_btnngv37hbl1fcrf,merch_lenskart,2026-03-28,2026-03-28,NEFT/RAZORPAY/W3ZMPZFK3M6XFHJ1/setl_8msqkv5blg,W3ZMPZFK3M6XFHJ1,,4989,,HDFC,XXXXXX9910
banktxn_cz12svzx6pzs0qor,merch_bluedart,2026-06-13,2026-06-13,NEFT/RAZORPAY/EC5D4942Z772DYVU/setl_kow28zjh09,EC5D4942Z772DYVU,,862638,,Kotak,XXXXXX5567
banktxn_yp37vewmknnm3m6y,merch_bluedart,2026-03-19,2026-03-19,NEFT/RAZORPAY/NXIQ912DBE2A078O/setl_kow28zjh09,NXIQ912DBE2A078O,,84015,,Kotak,XXXXXX5567
banktxn_imu44ruci94g956h,merch_lenskart,2026-02-17,2026-02-17,NEFT/RAZORPAY/D4XZV2R3JHO91DSI/setl_8msqkv5blg,D4XZV2R3JHO91DSI,,127608,,HDFC,XXXXXX9910
banktxn_g51y3vm2l3dkhn7d,merch_urbanco,2026-07-01,2026-07-01,NEFT/RAZORPAY/3K5YEUQMDT22KTYD/setl_rtzqc2ey4o,3K5YEUQMDT22KTYD,,52848,,Axis,XXXXXX1147
banktxn_tv7m57g7epjjsua6,merch_zomato,2026-05-22,2026-05-22,NEFT/RAZORPAY/QWONBUJX7BQIKIX8/setl_75kjhjwm09,QWONBUJX7BQIKIX8,,62022,,ICICI,XXXXXX8830
banktxn_4s5mmurc8n7pq84m,merch_urbanco,2026-06-22,2026-06-22,NEFT/RAZORPAY/BWPSFFNFT1RD9D30/setl_rtzqc2ey4o,BWPSFFNFT1RD9D30,,704078,,Axis,XXXXXX1147
banktxn_n5u5hsgl01u3rhg3,merch_nykaa,2026-06-21,2026-06-21,NEFT/RAZORPAY/HQ30FI50NZZBXS1F/setl_243rncp2mi,HQ30FI50NZZBXS1F,,1259034,,RazorpayX,RZPX00XXXX2201
banktxn_65yebzh16ih2t1hc,merch_urbanco,2026-02-18,2026-02-18,NEFT/RAZORPAY/OOT0Z3O0R3L3QI1M/setl_rtzqc2ey4o,OOT0Z3O0R3L3QI1M,,259798,,Axis,XXXXXX1147
banktxn_gd0tzjltwgg3ae3u,merch_lenskart,2026-01-22,2026-01-22,NEFT/RAZORPAY/PWHS3D5NVRL6BFGG/setl_8msqkv5blg,PWHS3D5NVRL6BFGG,,23629,,HDFC,XXXXXX9910
banktxn_3so2knkyt2g9nest,merch_bluedart,2026-05-08,2026-05-08,NEFT/RAZORPAY/1VGRU8ETXY56XW96/setl_kow28zjh09,1VGRU8ETXY56XW96,,910413,,Kotak,XXXXXX5567
banktxn_x1zd3wuded24cx5z,merch_urbanco,2026-02-04,2026-02-04,NEFT/RAZORPAY/8DQU3WB7DNB94746/setl_rtzqc2ey4o,8DQU3WB7DNB94746,,245653,,Axis,XXXXXX1147
banktxn_b1vwffx406cp8h0w,merch_nykaa,2026-03-06,2026-03-06,NEFT/RAZORPAY/PQOSDBVYCO2VX2VY/setl_m2tthrsgdc,PQOSDBVYCO2VX2VY,,138172,,RazorpayX,RZPX00XXXX2201
banktxn_qkvexletk6b90v85,merch_zomato,2026-06-15,2026-06-15,NEFT/RAZORPAY/ICWW37FTBHAYZI2P/setl_75kjhjwm09,ICWW37FTBHAYZI2P,,400748,,ICICI,XXXXXX8830
banktxn_09p5roxgk36kr8al,merch_lenskart,2026-05-01,2026-05-01,NEFT/RAZORPAY/RZWUZR7B389YMI2H/setl_8msqkv5blg,RZWUZR7B389YMI2H,,67616,,HDFC,XXXXXX9910
banktxn_qbxdvissi4vdefq3,merch_urbanco,2026-04-30,2026-04-30,NEFT/RAZORPAY/OEBHQ9EJICRBWK5M/setl_5gosdl9wco,OEBHQ9EJICRBWK5M,,10573300,,Axis,XXXXXX1147
banktxn_hly1lsc37k8p4hms,merch_urbanco,2026-04-14,2026-04-14,NEFT/RAZORPAY/G3AJFWT4DY9TELIG/setl_5gosdl9wco,G3AJFWT4DY9TELIG,,45653,,Axis,XXXXXX1147
banktxn_4eyr0owbxs8ws29g,merch_bluedart,2026-06-10,2026-06-10,NEFT/RAZORPAY/PB7FGCFNS5B1KVJ8/setl_kow28zjh09,PB7FGCFNS5B1KVJ8,,60097,,Kotak,XXXXXX5567
banktxn_1c7pxylcn4cmwbrf,merch_zomato,2026-02-27,2026-02-27,NEFT/RAZORPAY/96GWVRE19WP8W75Z/setl_75kjhjwm09,96GWVRE19WP8W75Z,,157065,,ICICI,XXXXXX8830
banktxn_wqvmdo00hkjlvi8v,merch_apollo,2026-05-07,2026-05-07,NEFT/RAZORPAY/CQ2U2AJ7H60U6UZT/setl_mbcw6hzs4i,CQ2U2AJ7H60U6UZT,,90470,,HDFC,XXXXXX4021
banktxn_0lf7y1ijvi1k2k6l,merch_urbanco,2026-01-21,2026-01-21,NEFT/RAZORPAY/DVHZPVZ8REVO8GP4/setl_5gosdl9wco,DVHZPVZ8REVO8GP4,,97593,,Axis,XXXXXX1147
banktxn_yytbc3slmuzq6okz,merch_lenskart,2026-05-25,2026-05-25,NEFT/RAZORPAY/T02TG6ZZQZ8ZVMV6/setl_71kpqc8qbh,T02TG6ZZQZ8ZVMV6,,109317,,HDFC,XXXXXX9910
banktxn_ke9k8r3245y6bf1u,merch_apollo,2026-05-11,2026-05-11,NEFT/RAZORPAY/STBBMTXCREQX68E1/setl_mbcw6hzs4i,STBBMTXCREQX68E1,,151237,,HDFC,XXXXXX4021
banktxn_35d67fvws4yutxaf,merch_apollo,2026-03-10,2026-03-10,NEFT/RAZORPAY/KLBATTUT5CNYQ7P1/setl_mbcw6hzs4i,KLBATTUT5CNYQ7P1,,0,,HDFC,XXXXXX4021
banktxn_rxca30tdzplies06,merch_nykaa,2026-04-03,2026-04-03,NEFT/RAZORPAY/WTS6VKROFKV0CW4Y/setl_m2tthrsgdc,WTS6VKROFKV0CW4Y,,284068,,RazorpayX,RZPX00XXXX2201
banktxn_jnqv4a5ajzsrj4km,merch_bluedart,2026-04-09,2026-04-09,NEFT/RAZORPAY/MQNYG2IB53DSHSCR/setl_kow28zjh09,4WBW7JDLDLGBLR8Y,,171368,,Kotak,XXXXXX5567
